,Unnamed: 0,title,vote_average,genres
2721,2721,West Beyrouth,8.8,Romance
2722,2722,Stigmata,6.0,Horror
2723,2723,Stir of Echoes,6.5,Horror
2724,2724,Best Laid Plans,6.0,Drama
2725,2725,"Black Cat, White Cat",7.7,Comedy
2726,2726,The Minus Man,6.4,Drama
2727,2727,Whiteboyz,4.8,Comedy
2728,2728,The Adventures of Milo and Otis,6.7,Adventure
2729,2729,Only Angels Have Wings,7.0,Action
2730,2730,Othello,6.5,Drama
2731,2731,Queens Logic,5.7,Comedy
2732,2732,Public Access,5.5,Drama
2733,2733,A Soldier's Story,6.2,Drama
2734,2734,Alice Sweet Alice,6.4,Horror
2735,2735,Don't Look in the Basement,5.2,Horror
2736,2736,Nightmares,5.4,Science Fiction
2737,2737,I Saw What You Did,5.8,Horror
2738,2738,Yellow Submarine,7.1,Animation
2739,2739,American Beauty,7.9,Drama
2740,2740,Stop Making Sense,8.7,Documentary
2741,2741,Blue Streak,6.1,Action
2742,2742,For Love of the Game,6.3,Drama
2743,2743,Caligula,5.3,Drama
2744,2744,A Hard Day's Night,7.3,Comedy
2745,2745,Splendor,5.5,Comedy
2746,2746,Sugar Town,5.5,Comedy
2747,2747,The Buddy Holly Story,7.5,Drama
2748,2748,Fright Night,6.9,Horror
2749,2749,Fright Night Part 2,6.4,Comedy
2750,2750,La séparation,5.4,Drama
2751,2751,Barefoot in the Park,6.9,Comedy
2752,2752,Deliverance,7.2,Drama
2753,2753,Excalibur,7.1,Fantasy
2754,2754,Lulu on the Bridge,5.8,Drama
2755,2755,The Pajama Game,6.3,Comedy
2756,2756,Sommersby,6.0,Drama
2757,2757,Thumbelina,6.1,Animation
2758,2758,Tommy,6.5,Drama
2759,2759,Hell Night,5.6,Horror
2760,2760,Armour of God II: Operation Condor,7.0,Action
2761,2761,Armour of God,6.8,Adventure
2762,2762,Double Jeopardy,6.2,Crime
2763,2763,Jakob the Liar,6.1,Comedy
2764,2764,Mumford,6.3,Comedy
2765,2765,Dog Park,5.8,Romance
2766,2766,Guinevere,5.9,Drama
2767,2767,The Adventures of Elmo in Grouchland,6.3,Family
2768,2768,Simon Sez,3.6,Action
2769,2769,Drive Me Crazy,5.8,Drama
2770,2770,"Mystery, Alaska",6.0,Drama
2771,2771,Three Kings,6.6,Action
2772,2772,"Happy, Texas",5.5,Comedy
2773,2773,New Rose Hotel,5.0,Drama
2774,2774,Plunkett & MacLeane,6.1,Drama
2775,2775,Romance,0.0,Romance
2776,2776,Napoleon and Samantha,6.6,Action
2777,2777,Alvarez Kelly,6.6,Action
2778,2778,And the Ship Sails On,7.0,Comedy
2779,2779,The Dark Half,5.4,Mystery
2780,2780,Gulliver's Travels,6.3,Action
2781,2781,Monkey Shines,6.2,Thriller
2782,2782,Phantasm,6.5,Horror
2783,2783,Psycho II,6.0,Horror
2784,2784,Psycho III,5.4,Horror
2785,2785,Rain,5.1,Drama
2786,2786,Sanjuro,7.8,Drama
2787,2787,Random Hearts,5.3,Drama
2788,2788,Superstar,5.0,Comedy
2789,2789,Boys Don't Cry,7.2,Crime
2790,2790,"Five Wives, Three Secretaries and Me",0.0,Documentary
2791,2791,L'ennui,6.1,Drama
2792,2792,The Grandfather,6.7,Drama
2793,2793,The Limey,6.6,Action
2794,2794,The Mating Habits of the Earthbound Human,6.4,Comedy
2795,2795,Molly,5.5,Drama
2796,2796,Risky Business,6.4,Comedy
2797,2797,Total Recall,7.1,Action
2798,2798,Body Heat,7.1,Drama
2799,2799,Ferris Bueller's Day Off,7.5,Comedy
2800,2800,The Year of Living Dangerously,6.8,War
2801,2801,Children of Paradise,7.9,Drama
2802,2802,High Plains Drifter,7.4,Western
2803,2803,Hang 'em High,6.7,Western
2804,2804,Citizen's Band,4.7,Comedy
2805,2805,Drunken Master,7.2,Action
2806,2806,The Conformist,7.6,Drama
2807,2807,Hairspray,6.6,Comedy
2808,2808,Brief Encounter,7.6,Drama
2809,2809,The Razor's Edge,6.9,Drama
2810,2810,Reds,7.1,Drama
2811,2811,Return with Honor,4.0,Documentary
2812,2812,Time of the Gypsies,7.2,Drama
2813,2813,Days of Heaven,7.6,Drama
2814,2814,The Fire Within,7.4,Drama
2815,2815,El Amor Brujo,7.0,Sin Dato
2816,2816,The Lady Eve,7.5,Comedy
2817,2817,Sullivan's Travels,8.0,Adventure
2818,2818,The Palm Beach Story,7.3,Comedy
2819,2819,Man Facing Southeast,7.1,Mystery
2820,2820,Niagara,6.7,Crime
2821,2821,Gilda,7.6,Drama
2822,2822,South Pacific,6.3,Music
2823,2823,Flashdance,6.1,Drama
2824,2824,Indochine,7.2,Drama
2825,2825,The Dirty Dozen,7.5,Action
2826,2826,Mike's Murder,5.5,Drama
2827,2827,Help!,6.5,Comedy
2828,2828,Goldfinger,7.2,Adventure
2829,2829,From Russia with Love,6.9,Action
2830,2830,Dr. No,6.9,Adventure
2831,2831,The Blue Lagoon,5.8,Romance
2832,2832,A Fistful of Dollars,7.6,Western
2833,2833,Hard Eight,6.8,Drama
2834,2834,Home Alone 2: Lost in New York,6.3,Comedy
2835,2835,Penitentiary,4.9,Action
2836,2836,Penitentiary II,3.0,Action
2837,2837,Someone to Watch Over Me,5.8,Crime
2838,2838,Sparrows,8.0,Drama
2839,2839,Naturally Native,0.0,Drama
2840,2840,Fight Club,8.3,Drama
2841,2841,Beefcake,4.6,Drama
2842,2842,The Story of Us,5.9,Comedy
2843,2843,Fever Pitch,6.1,Comedy
2844,2844,Joe the King,6.3,Crime
2845,2845,Julien Donkey-Boy,7.1,Comedy
2846,2846,The Omega Code,4.4,Horror
2847,2847,The Straight Story,7.7,Drama
2848,2848,The Bad Seed,7.1,Crime
2849,2849,Time Bandits,6.6,Family
2850,2850,A Man and a Woman,7.2,Drama
2851,2851,Fitzcarraldo,7.7,Action
2852,2852,All That Jazz,7.3,Drama
2853,2853,Red Sorghum,7.0,Drama
2854,2854,Crimes and Misdemeanors,7.4,Comedy
2855,2855,Bats,4.1,Horror
2856,2856,The Best Man,6.8,Drama
2857,2857,Bringing Out the Dead,6.6,Drama
2858,2858,Crazy in Alabama,6.5,Comedy
2859,2859,Three to Tango,5.4,Comedy
2860,2860,Body Shots,4.7,Drama
2861,2861,Men Cry Bullets,7.0,Comedy
2862,2862,Brother Can You Spare A Dime,6.0,Documentary
2863,2863,The Guardian,5.3,Drama
2864,2864,The Ipcress File,6.8,Thriller
2865,2865,On Any Sunday,6.9,Documentary
2866,2866,RoboCop,7.1,Action
2867,2867,RoboCop 2,5.6,Action
2868,2868,Who Framed Roger Rabbit,7.2,Fantasy
2869,2869,Melvin and Howard,6.8,Comedy
2870,2870,For Your Eyes Only,6.3,Adventure
2871,2871,Licence to Kill,5.9,Adventure
2872,2872,Live and Let Die,6.4,Adventure
2873,2873,Rawhead Rex,4.8,Horror
2874,2874,Thunderball,6.5,Adventure
2875,2875,The City,7.6,Drama
2876,2876,House on Haunted Hill,5.5,Horror
2877,2877,Music of the Heart,6.3,Drama
2878,2878,Being John Malkovich,7.3,Fantasy
2879,2879,Dreaming of Joseph Lees,6.0,Romance
2880,2880,Man Of The Century,0.0,Romance
2881,2881,Princess Mononoke,8.2,Adventure
2882,2882,The Suburbans,4.0,Comedy
2883,2883,My Best Fiend,7.6,Documentary
2884,2884,Train of Life,7.4,Drama
2885,2885,The Bachelor,4.5,Comedy
2886,2886,The Bone Collector,6.5,Drama
2887,2887,The Insider,7.3,Drama
2888,2888,American Movie,7.7,Documentary
2889,2889,Last Night,7.0,Romance
2890,2890,Portraits Chinois,7.5,Drama
2891,2891,Rosetta,7.2,Drama
2892,2892,"They Shoot Horses, Don't They?",7.4,Drama
2893,2893,Battling Butler,5.7,Drama
2894,2894,Bride of Re-Animator,6.1,Comedy
2895,2895,Bustin' Loose,5.7,Adventure
2896,2896,Coma,6.4,Thriller
2897,2897,Creepshow,6.7,Horror
2898,2898,Creepshow 2,5.9,Horror
2899,2899,Re-Animator,7.0,Science Fiction
2900,2900,Drugstore Cowboy,7.0,Crime
2901,2901,Falling Down,7.2,Crime
2902,2902,The Funhouse,5.8,Horror
2903,2903,The General,8.0,Action
2904,2904,My Best Girl,8.0,Drama
2905,2905,Piranha,5.7,Horror
2906,2906,Rough Night in Jericho,7.3,Western
2907,2907,Slaughterhouse,5.3,Horror
2908,2908,The Taming of the Shrew,6.9,Comedy
2909,2909,Nighthawks,6.4,Action
2910,2910,Yojimbo,8.0,Drama
2911,2911,Repossessed,4.5,Comedy
2912,2912,The Omega Man,6.0,Action
2913,2913,Spaceballs,6.7,Comedy
2914,2914,Robin Hood,7.0,Animation
2915,2915,Mister Roberts,7.3,Comedy
2916,2916,Quest for Fire,7.2,Adventure
2917,2917,Little Big Man,7.5,Adventure
2918,2918,A Face in the Crowd,7.4,Drama
2919,2919,Trading Places,7.1,Comedy
2920,2920,Meatballs,5.9,Comedy
2921,2921,Meatballs Part II,3.5,Comedy
2922,2922,Meatballs III: Summer Job,4.4,Comedy
2923,2923,Meatballs 4,3.3,Comedy
2924,2924,Dead Again,6.7,Thriller
2925,2925,Peter's Friends,6.7,Comedy
2926,2926,The Incredibly True Adventure of Two Girls In Love,5.7,Comedy
2927,2927,Experience Preferred...But Not Essential,7.5,Comedy
2928,2928,Under the Rainbow,4.9,Comedy
2929,2929,How I Won the War,5.6,Comedy
2930,2930,Light It Up,6.6,Drama
2931,2931,Anywhere But Here,5.9,Drama
2932,2932,Dogma,6.8,Fantasy
2933,2933,The Messenger: The Story of Joan of Arc,6.2,Adventure
2934,2934,Pokémon: The First Movie: Mewtwo Strikes Back,6.7,Animation
2935,2935,Felicia's Journey,6.3,Drama
2936,2936,Oxygen,5.4,Mystery
2937,2937,Where's Marlowe?,5.5,Comedy
2938,2938,The Ape,5.3,Drama
2939,2939,British Intelligence,5.8,Action
2940,2940,The Commitments,7.4,Comedy
2941,2941,Holiday Inn,7.1,Comedy
2942,2942,The Longest Day,7.3,Action
2943,2943,Poison Ivy,5.2,Thriller
2944,2944,Poison Ivy: The New Seduction,4.1,Thriller
2945,2945,Ten Benny,10.0,Drama
2946,2946,Tora! Tora! Tora!,6.9,History
2947,2947,Women on the Verge of a Nervous Breakdown,7.6,Comedy
2948,2948,The Verdict,7.4,Drama
2949,2949,The Effect of Gamma Rays on Man-in-the-Moon Marigolds,6.9,Drama
2950,2950,The Adventures of Buckaroo Banzai Across the 8th Dimension,6.3,Comedy
2951,2951,Stand and Deliver,7.3,Drama
2952,2952,Moonstruck,6.7,Comedy
2953,2953,The Sandpiper,5.7,Drama
2954,2954,Jeremiah Johnson,7.5,Adventure
2955,2955,Repulsion,7.5,Drama
2956,2956,Irma la Douce,7.1,Comedy
2957,2957,42 Up,6.6,Documentary
2958,2958,Liberty Heights,6.7,Drama
2959,2959,Mansfield Park,6.7,Drama
2960,2960,"Goodbye, 20th Century",7.5,Adventure
2961,2961,Sleepy Hollow,6.9,Drama
2962,2962,The World Is Not Enough,6.0,Adventure
2963,2963,All About My Mother,7.4,Comedy
2964,2964,Home Page,0.0,Documentary
2965,2965,The Living Dead Girl,6.0,Horror
2966,2966,Babes in Toyland,6.6,Comedy
2967,2967,Scrooged,6.7,Fantasy
2968,2968,Harvey,7.7,Comedy
2969,2969,Bicycle Thieves,8.0,Drama
2970,2970,Matewan,7.2,Drama
2971,2971,Kagemusha,7.7,Action
2972,2972,47 Samurai,7.1,History
2973,2973,McCabe & Mrs. Miller,7.3,Western
2974,2974,Maurice,7.1,Drama
2975,2975,The Grapes of Wrath,7.8,Drama
2976,2976,My Man Godfrey,6.4,Comedy
2977,2977,The Shop Around the Corner,7.9,Comedy
2978,2978,The Natural,7.0,Drama
2979,2979,Shampoo,6.3,Comedy
2980,2980,A River Runs Through It,7.0,Drama
2981,2981,Fatal Attraction,6.6,Romance
2982,2982,Jagged Edge,6.5,Mystery
2983,2983,Stanley & Iris,5.7,Drama
2984,2984,Midnight Run,7.2,Adventure
2985,2985,Awakenings,7.6,Drama
2986,2986,Come See the Paradise,6.1,Drama
2987,2987,Backdraft,6.4,Action
2988,2988,The Fisher King,7.2,Comedy
2989,2989,The River,6.5,Drama
2990,2990,Country,6.3,Drama
2991,2991,Places in the Heart,7.1,Drama
2992,2992,"'night, Mother",5.8,Drama
2993,2993,End of Days,5.5,Action
2994,2994,Toy Story 2,7.3,Animation
2995,2995,Flawless,5.9,Comedy
2996,2996,Miss Julie,6.3,Drama
2997,2997,Ride with the Devil,6.6,Drama
2998,2998,Tumbleweeds,6.2,Comedy
2999,2999,A Bay of Blood,6.4,Horror
3000,3000,The Distinguished Gentleman,5.7,Comedy
3001,3001,The Hitch-Hiker,6.6,Crime
3002,3002,Santa Fe Trail,3.6,Action
3003,3003,Lauderdale,1.7,Sin Dato
3004,3004,Agnes Browne,6.3,Drama
3005,3005,The End of the Affair,6.6,Drama
3006,3006,The End of the Affair,6.3,Romance
3007,3007,Holy Smoke!,5.3,Comedy
3008,3008,A Map of the World,6.4,Drama
3009,3009,Sweet and Lowdown,6.8,Comedy
3010,3010,The Bonfire of the Vanities,5.3,Comedy
3011,3011,Broadway Damage,6.0,Sin Dato
3012,3012,Daddy-Long-Legs,7.4,Drama
3013,3013,Go West,6.8,Comedy
3014,3014,Grand Illusion,7.5,Drama
3015,3015,The Great Santini,6.9,Drama
3016,3016,The James Dean Story,6.2,Documentary
3017,3017,The Sea Wolves,5.7,War
3018,3018,Stealing Home,5.9,Drama
3019,3019,Tarzan the Fearless,2.8,Action
3020,3020,Three Ages,7.2,Drama
3021,3021,The Two Jakes,6.2,Crime
3022,3022,U2: Rattle and Hum,6.3,Documentary
3023,3023,Hell in the Pacific,6.8,Drama
3024,3024,The Glass Bottom Boat,4.8,Comedy
3025,3025,Cradle Will Rock,7.2,Drama
3026,3026,Deuce Bigalow: Male Gigolo,5.4,Comedy
3027,3027,The Green Mile,8.2,Fantasy
3028,3028,The Cider House Rules,6.9,Drama
3029,3029,Diamonds,5.4,Comedy
3030,3030,The War Zone,7.2,Drama
3031,3031,The Bat Whispers,6.3,Crime
3032,3032,The Last Picture Show,7.6,Drama
3033,3033,The 7th Voyage of Sinbad,6.8,Action
3034,3034,Blood on the Sun,5.1,Action
3035,3035,Anna and the King,6.4,Drama
3036,3036,Bicentennial Man,6.9,Comedy
3037,3037,Stuart Little,5.8,Animation
3038,3038,The Emperor and the Assassin,7.4,Drama
3039,3039,Fantasia 2000,7.0,Animation
3040,3040,Magnolia,7.5,Drama
3041,3041,Onegin,5.8,Drama
3042,3042,Simpatico,5.3,Comedy
3043,3043,Topsy-Turvy,6.7,Comedy
3044,3044,The Alley Cats,2.5,Drama
3045,3045,Boiling Point,4.6,Drama
3046,3046,Brenda Starr,5.1,Adventure
3047,3047,Carnal Knowledge,6.7,Drama
3048,3048,Easy Rider,7.0,Adventure
3049,3049,The Falcon and the Snowman,6.5,Thriller
3050,3050,Hi-Yo Silver,0.0,Western
3051,3051,Room at the Top,6.0,Romance
3052,3052,Ulysses,6.3,Adventure
3053,3053,Any Given Sunday,6.8,Drama
3054,3054,Man on the Moon,6.9,Comedy
3055,3055,Galaxy Quest,6.9,Comedy
3056,3056,The Talented Mr. Ripley,7.1,Thriller
3057,3057,Next Friday,6.5,Comedy
3058,3058,The Hurricane,7.2,Drama
3059,3059,Angela's Ashes,7.0,Drama
3060,3060,Play It to the Bone,5.7,Comedy
3061,3061,Titus,6.5,Drama
3062,3062,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr.",6.3,Documentary
3063,3063,The Third Miracle,6.1,Drama
3064,3064,Montana,4.8,Drama
3065,3065,Snow Falling on Cedars,6.3,Drama
3066,3066,"Girl, Interrupted",7.6,Drama
3067,3067,Trans,0.0,Drama
3068,3068,The Life and Times of Hank Greenberg,4.0,Documentary
3069,3069,My Dog Skip,6.5,Comedy
3070,3070,Supernova,4.9,Horror
3071,3071,The Quarry,2.5,Drama
3072,3072,The Terrorist,8.1,Drama
3073,3073,The Way We Were,7.1,Drama
3074,3074,Tess of the Storm Country,5.0,Romance
3075,3075,Stalag 17,7.6,Comedy
3076,3076,The Presidio,5.7,Action
3077,3077,Papillon,7.8,Crime
3078,3078,Pal Joey,5.9,Comedy
3079,3079,The Last Detail,7.1,Comedy
3080,3080,Five Easy Pieces,7.2,Drama
3081,3081,Even Dwarfs Started Small,6.6,Comedy
3082,3082,Dead Calm,6.6,Crime
3083,3083,The Boys from Brazil,6.6,Horror
3084,3084,Black Sunday,7.2,Horror
3085,3085,Against All Odds,5.7,Action
3086,3086,The Snows of Kilimanjaro,6.1,Action
3087,3087,National Lampoon's Loaded Weapon 1,5.7,Comedy
3088,3088,The Loves of Carmen,8.0,Drama
3089,3089,Fast Times at Ridgemont High,7.0,Comedy
3090,3090,A Cry in the Dark,6.4,Drama
3091,3091,Born to Win,6.1,Comedy
3092,3092,Batman: Mask of the Phantasm,7.4,Action
3093,3093,American Flyers,6.1,Drama
3094,3094,Voyage of the Damned,5.5,Drama
3095,3095,Vampyros Lesbos,5.5,Horror
3096,3096,A Star Is Born,6.3,Drama
3097,3097,Poison,6.4,Drama
3098,3098,Pacific Heights,6.0,Crime
3099,3099,Night Tide,6.2,Thriller
3100,3100,The Draughtsman's Contract,6.9,Comedy
3101,3101,Carmen,5.9,Music
3102,3102,A Zed & Two Noughts,6.8,Comedy
3103,3103,Woman in the Dunes,8.1,Drama
3104,3104,Down to You,4.9,Comedy
3105,3105,Hellhounds on My Trail: The Afterlife of Robert Johnson,0.0,Music
3106,3106,"Not Love, Just Frenzy",4.6,Comedy
3107,3107,Wirey Spindell,5.5,Sin Dato
3108,3108,Another Man's Poison,6.4,Crime
3109,3109,The Odessa File,6.7,Drama
3110,3110,The Saphead,6.4,Drama
3111,3111,Seven Chances,7.3,Comedy
3112,3112,Smashing Time,4.8,Comedy
3113,3113,Train Ride to Hollywood,0.0,Fantasy
3114,3114,Where the Buffalo Roam,6.1,Comedy
3115,3115,Zachariah,7.0,Western
3116,3116,Kestrel's Eye,0.0,Documentary
3117,3117,Eye of the Beholder,5.3,Drama
3118,3118,Isn't She Great,4.6,Drama
3119,3119,The Big Tease,5.8,Comedy
3120,3120,The Cup,5.9,Comedy
3121,3121,Santitos,6.3,Drama
3122,3122,Encino Man,5.6,Comedy
3123,3123,The Goodbye Girl,7.3,Comedy
3124,3124,I Am Cuba,8.0,Drama
3125,3125,Malcolm X,7.3,Drama
3126,3126,Sister Act,6.5,Music
3127,3127,Sister Act 2: Back in the Habit,5.9,Music
3128,3128,The Hand that Rocks the Cradle,6.5,Thriller
3129,3129,Alive,6.7,Action
3130,3130,Agnes of God,6.2,Drama
3131,3131,Scent of a Woman,7.3,Drama
3132,3132,Wayne's World,6.5,Music
3133,3133,Wayne's World 2,5.8,Music
3134,3134,A League of Their Own,6.8,Comedy
3135,3135,Patriot Games,6.4,Drama
3136,3136,The Bodyguard,6.2,Thriller
3137,3137,Death Becomes Her,6.3,Fantasy
3138,3138,Far and Away,6.3,Adventure
3139,3139,Howards End,7.0,Drama
3140,3140,Singles,6.6,Comedy
3141,3141,Twin Peaks: Fire Walk with Me,7.3,Drama
3142,3142,White Men Can't Jump,6.2,Comedy
3143,3143,Buffy the Vampire Slayer,5.3,Action
3144,3144,Hard Boiled,7.4,Action
3145,3145,Man Bites Dog,7.2,Comedy
3146,3146,El Mariachi,6.6,Action
3147,3147,Stop! Or My Mom Will Shoot,4.6,Action
3148,3148,Forever Young,6.0,Adventure
3149,3149,The Cutting Edge,6.6,Comedy
3150,3150,Of Mice and Men,7.1,Drama
3151,3151,Bad Lieutenant,6.9,Crime
3152,3152,Scream 3,5.7,Horror
3153,3153,Single White Female,6.0,Thriller
3154,3154,The Boondock Saints,7.2,Action
3155,3155,Gun Shy,5.4,Action
3156,3156,Beloved/Friend,6.1,Drama
3157,3157,Gendernauts: A Journey Through Shifting Identities,10.0,Documentary
3158,3158,Knockout,0.0,Drama
3159,3159,The Baby,6.1,Horror
3160,3160,The Brandon Teena Story,7.3,Documentary
3161,3161,Different for Girls,5.2,Comedy
3162,3162,Minnie and Moskowitz,6.4,Drama
3163,3163,They Might Be Giants,7.3,Comedy
3164,3164,The Beach,6.3,Drama
3165,3165,Snow Day,4.8,Comedy
3166,3166,The Tigger Movie,6.3,Animation
3167,3167,Cotton Mary,5.3,Drama
3168,3168,Not One Less,7.5,Drama
3169,3169,Soft Toilet Seats,0.0,Comedy
3170,3170,Trois,4.5,Drama
3171,3171,The Big Combo,7.2,Drama
3172,3172,Conceiving Ada,0.0,Science Fiction
3173,3173,Eaten Alive,4.9,Horror
3174,3174,Raining Stones,5.7,Comedy
3175,3175,"To Sir, with Love",7.6,Drama
3176,3176,With Byrd at the South Pole,7.5,Documentary
3177,3177,Boiler Room,6.5,Crime
3178,3178,Hanging Up,5.0,Comedy
3179,3179,Pitch Black,6.7,Thriller
3180,3180,The Whole Nine Yards,6.3,Comedy
3181,3181,Beautiful People,6.0,War
3182,3182,Black Tar Heroin: The Dark End of the Street,7.1,Documentary
3183,3183,Blue Collar,7.2,Drama
3184,3184,Bluebeard,5.6,Mystery
3185,3185,The Circus,8.0,Comedy
3186,3186,City Lights,8.2,Comedy
3187,3187,The Flamingo Kid,6.0,Comedy
3188,3188,A Dog's Life,7.1,Comedy
3189,3189,The Kid,8.0,Comedy
3190,3190,The Man from Laramie,6.8,Western
3191,3191,The Wild McCullochs,0.0,Romance
3192,3192,Class Reunion,3.4,Comedy
3193,3193,The Big Trees,5.2,Romance
3194,3194,Happy Go Lovely,5.0,Music
3195,3195,Reindeer Games,5.3,Thriller
3196,3196,Wonder Boys,6.9,Comedy
3197,3197,Deterrence,6.1,Action
3198,3198,Judy Berlin,4.8,Comedy
3199,3199,Mifune,6.8,Romance
3200,3200,The Waiting Game,0.0,Comedy
3201,3201,3 Strikes,5.9,Action
3202,3202,Chain of Fools,5.9,Action
3203,3203,Drowning Mona,5.4,Comedy
3204,3204,The Next Best Thing,4.3,Comedy
3205,3205,What Planet Are You From?,5.4,Comedy
3206,3206,Beyond the Mat,7.8,Documentary
3207,3207,Ghost Dog: The Way of the Samurai,7.2,Crime
3208,3208,The Year My Voice Broke,7.3,Drama
3209,3209,Splendor in the Grass,7.1,Drama
3210,3210,My Tutor,5.8,Comedy
3211,3211,The Legend of Lobo,0.0,Family
3212,3212,The Killing of Sister George,6.2,Comedy
3213,3213,Key Largo,7.6,Crime
3214,3214,Jail Bait,3.5,Action
3215,3215,It Happened Here,5.3,War
3216,3216,I'll Never Forget What's'isname,7.0,Comedy
3217,3217,For All Mankind,8.3,Documentary
3218,3218,Cross of Iron,6.6,Drama
3219,3219,Bride of the Monster,4.2,Horror
3220,3220,Born Yesterday,6.6,Comedy
3221,3221,Birdy,6.9,Drama
3222,3222,And God Created Woman,3.8,Comedy
3223,3223,Blood Feast,5.3,Horror
3224,3224,"Charlie, the Lonesome Cougar",4.9,Adventure
3225,3225,Color Me Blood Red,5.0,Horror
3226,3226,Never Cry Wolf,6.9,Action
3227,3227,The Night Visitor,7.3,Crime
3228,3228,The Perils of Pauline,8.0,Comedy
3229,3229,A Raisin in the Sun,7.1,Romance
3230,3230,Two Thousand Maniacs!,6.2,Horror
3231,3231,Brown's Requiem,6.0,Drama
3232,3232,The Closer You Get,4.5,Comedy
3233,3233,Mission to Mars,5.7,Science Fiction
3234,3234,The Ninth Gate,6.3,Horror
3235,3235,Condo Painting,0.0,Documentary
3236,3236,East/West,7.5,Drama
3237,3237,Defending Your Life,6.5,Fantasy
3238,3238,Breaking Away,7.4,Drama
3239,3239,Hoosiers,7.1,Drama
3240,3240,Bull Durham,6.6,Comedy
3241,3241,Dog Day Afternoon,7.6,Crime
3242,3242,American Graffiti,6.9,Comedy
3243,3243,The Asphalt Jungle,7.5,Action
3244,3244,The Searchers,7.7,Western
3245,3245,The Devil's Brigade,6.4,War
3246,3246,The Big Country,7.8,Drama
3247,3247,Any Number Can Win,6.9,Romance
3248,3248,Betrayed,5.6,Action
3249,3249,Bound for Glory,7.0,Music
3250,3250,The Bridge at Remagen,6.2,Action
3251,3251,Buck and the Preacher,5.0,Action
3252,3252,Daughters of the Dust,6.8,Drama
3253,3253,Destination Moon,6.1,Science Fiction
3254,3254,The Fantastic Night,5.7,Sin Dato
3255,3255,Hangmen Also Die!,6.8,Drama
3256,3256,The Ogre,6.4,Drama
3257,3257,On the Beach,6.7,Science Fiction
3258,3258,Railroaded!,6.6,Drama
3259,3259,Slaves to the Underground,5.0,Comedy
3260,3260,Song of Freedom,0.0,Sin Dato
3261,3261,Big Fella,8.0,Sin Dato
3262,3262,The Taking of Pelham One Two Three,7.6,Action
3263,3263,Volunteers,5.6,Comedy
3264,3264,JFK,7.5,Drama
3265,3265,Who's Harry Crumb?,5.5,Comedy
3266,3266,Harry and the Hendersons,5.6,Comedy
3267,3267,Let's Get Harry,4.7,Action
3268,3268,Shanghai Surprise,2.9,Adventure
3269,3269,Who's That Girl,5.2,Comedy
3270,3270,She-Devil,5.4,Comedy
3271,3271,Date With an Angel,5.6,Comedy
3272,3272,Blind Date,5.6,Comedy
3273,3273,Nadine,5.5,Action
3274,3274,The Muppet Movie,7.0,Adventure
3275,3275,The Great Muppet Caper,6.9,Crime
3276,3276,The Muppets Take Manhattan,6.5,Romance
3277,3277,Sesame Street Presents Follow That Bird,6.5,Adventure
3278,3278,We're Back! A Dinosaur's Story,5.8,Animation
3279,3279,Baby: Secret of the Lost Legend,5.3,Adventure
3280,3280,Turtle Diary,8.3,Romance
3281,3281,Raise the Titanic,5.2,Action
3282,3282,Titanic,6.2,Drama
3283,3283,A Night to Remember,7.5,Drama
3284,3284,Captain Horatio Hornblower R.N.,6.5,War
3285,3285,The Carriers Are Waiting,7.3,Drama
3286,3286,Erin Brockovich,7.1,Drama
3287,3287,Final Destination,6.4,Horror
3288,3288,Soft Fruit,0.0,Sin Dato
3289,3289,Babymother,3.0,Drama
3290,3290,The Bear,6.9,Adventure
3291,3291,Impact,5.8,Drama
3292,3292,Love Is a Many-Splendored Thing,5.8,Drama
3293,3293,Mirror,7.8,Drama
3294,3294,The Crimson Pirate,6.9,Action
3295,3295,Thelma & Louise,7.2,Drama
3296,3296,Something For Everyone,7.1,Sin Dato
3297,3297,...And Justice for All,7.1,Crime
3298,3298,Animal House,7.0,Comedy
3299,3299,She's Gotta Have It,6.2,Comedy
3300,3300,School Daze,6.1,Comedy
3301,3301,Do the Right Thing,7.6,Drama
3302,3302,Mo' Better Blues,6.3,Drama
3303,3303,Jungle Fever,6.0,Drama
3304,3304,Coogan's Bluff,6.2,Action
3305,3305,The Champ,6.7,Drama
3306,3306,Creature Comforts,7.3,Animation
3307,3307,Death Wish,7.0,Action
3308,3308,Death Wish 2,6.1,Action
3309,3309,Death Wish 3,6.1,Action
3310,3310,Death Wish 4: The Crackdown,5.6,Thriller
3311,3311,Death Wish 5: The Face of Death,5.0,Action
3312,3312,Double Indemnity,8.0,Drama
3313,3313,Dying Young,5.8,Drama
3314,3314,Cool as Ice,4.7,Drama
3315,3315,Teenage Mutant Ninja Turtles,6.5,Science Fiction
3316,3316,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,5.8,Science Fiction
3317,3317,Teenage Mutant Ninja Turtles III,5.1,Action
3318,3318,Red Dawn,6.4,Action
3319,3319,Band of the Hand,6.9,Action
3320,3320,Born American,3.6,Drama
3321,3321,Bloodsport,6.6,Action
3322,3322,Eyes of Laura Mars,5.7,Drama
3323,3323,Funny Bones,6.8,Comedy
3324,3324,The Good Earth,5.7,Drama
3325,3325,"Good Morning, Vietnam",7.1,Comedy
3326,3326,The Good Mother,4.7,Drama
3327,3327,Grumpy Old Men,6.5,Comedy
3328,3328,Guess Who's Coming to Dinner,7.6,Comedy
